laptop_id,img_link,name,price,brand,use,processor,ram,os,storage
85,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/r/y/n/x360-bf0059tu-thin-and-light-laptop-hp-original-imagh4z7h3f56xxj.jpeg?q=70,HP Envy x360 Creator OLED Intel Evo Core i7 12th Gen,5774.45,HP,Office,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD
86,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/y/j/z/macbook-air-thin-and-light-laptop-apple-original-imagfdeqter4sj2j.jpeg?q=70,APPLE 2022 MacBook AIR M2,7699.45,APPLE,Office,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD
87,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/p/p/o/macbook-air-thin-and-light-laptop-apple-original-imagfdfpnjjpdhq2.jpeg?q=70,APPLE 2022 MacBook AIR M2,6241.95,APPLE,Office,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD
88,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70,APPLE 2022 MacBook AIR M2,6269.45,APPLE,Office,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD
89,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/a/v/k/-original-image333jzhyzhyt.jpeg?q=70,ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen,4124.45,ASUS,Office,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
90,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/h/n/-original-imaggzesaqdhy3xd.jpeg?q=70,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H,4949.45,ASUS,Gaming,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
91,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/computer/h/i/p/14s-dy5005tu-thin-and-light-laptop-hp-original-imagg4rc7n75zqkp.jpeg?q=70,HP 14s Intel Core i3 11th Gen,2309.45,HP,Office,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
92,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/p/q/q/-original-imageuecysr3cuca.jpeg?q=70,ASUS VivoBook Flip 14 Core i5 11th Gen,3519.45,ASUS,Office,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD
93,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/5/u/x360-bf0121tu-thin-and-light-laptop-hp-original-imaghqcrw4zxhhcc.jpeg?q=70,HP Envy x360 Creator Intel Evo Core i5 12th Gen,4784.45,HP,Office,Intel Core i5 Processor (12th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD
94,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/x/7/14-ec1005au-thin-and-light-laptop-hp-original-imaghusjswsafhcu.jpeg?q=70,HP Pavilion Ryzen 5 Hexa Core 5625U,3409.45,HP,Office,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
95,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/q/d/n/-original-imagetjymucqggdq.jpeg?q=70,ASUS TUF Gaming A17 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7,4894.45,ASUS,Gaming,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
96,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/0/k/vector-gp77-13vg-055in-gaming-laptop-msi-original-imagmmhkwjhqgrue.jpeg?q=70,MSI Core i7 13th Gen,13749.45,MSI,Office,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD
97,https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/t/z/j/-original-imagckcfkvspp9ga.jpeg?q=70,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H,7149.45,ASUS,Gaming,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD
98,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/l/c/raider-ge77hx-12uhs-205in-gaming-laptop-msi-original-imaghffpfubseq3n.jpeg?q=70,MSI Core i9 12th Gen,16224.45,MSI,Office,Intel Core i9 Processor (12th Gen),32 GB DDR5 RAM,64 bit Windows 11 Operating System,2 TB SSD
99,https://rukminim1.flixcart.com/image/312/312/l15bxjk0/computer/8/4/i/-original-imagcsyu53jxgtqe.jpeg?q=70,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,3409.45,ASUS,Office,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
100,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4234.45,Lenovo,Gaming,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
101,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/i/d/p/na-thin-and-light-laptop-apple-original-imagaygvtvf6cx8h.jpeg?q=70,APPLE MacBook Air M1,5774.45,APPLE,Office,Apple M1 Processor,16 GB DDR4 RAM,Mac OS Operating System,256 GB SSD
102,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,Lenovo IdeaPad Core i5 11th Gen,4344.45,Lenovo,Office,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
103,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/9/l/-original-imaghzahumgmsmj5.jpeg?q=70,DELL Core i5 11th Gen,3519.45,DELL,Office,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
104,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/w/u/-original-imaghzahcwt9and9.jpeg?q=70,DELL Core i7 12th Gen,5939.45,DELL,Office,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD
105,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/q/-original-imaghsggzmjg7qgn.jpeg?q=70,ASUS Vivobook 15 OLED (2022) Core i5 12th Gen,3794.45,ASUS,Office,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
106,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/i/n/e/a715-5g-gaming-laptop-acer-original-imagfj2g954wfdyz.jpeg?q=70,acer Aspire 7 Core i5 12th Gen,3189.45,acer,Office,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
107,https://rukminim1.flixcart.com/image/312/312/l572ufk0/computer/r/n/k/fx517zc-hn108ws-gaming-laptop-asus-original-imagfxj5nfwkg5s7.jpeg?q=70,ASUS TUF Dash F15 Core i7 12th Gen,5279.45,ASUS,Gaming,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD
108,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/o/u/creator-m16-a12ud-notebook-msi-original-imaghffhcg3zcdju.jpeg?q=70,MSI Creator M16 Core i7 12th Gen,5829.45,MSI,Office,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
109,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/p/3/15-ew0043tu-thin-and-light-laptop-hp-original-imaghrgttxtdcnfy.jpeg?q=70,HP Envy x360 Creator Intel Evo Core i5 12th Gen,4564.45,HP,Office,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD
110,https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70,realme Book(Slim) Intel Evo Core i5 11th Gen,3299.45,realme,Office,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD
111,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/q/2/-original-imagkqwzyzfahqac.jpeg?q=70,HP 14s Intel Core i5 12th Gen,3377.0,HP,Office,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
112,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70,Infinix X1 Slim Series Core i5 10th Gen,2089.45,Infinix,Office,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD
113,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/3/q/14-ek0074tu-thin-and-light-laptop-hp-original-imagh89bdga9fcys.jpeg?q=70,HP Pavilion Intel Core i5 12th Gen,4238.85,HP,Office,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
114,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/1/g/-original-imagg6t9hmxg6ndz.jpeg?q=70,ASUS Vivobook 14 (2022) Core i5 12th Gen,3134.45,ASUS,Office,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD
115,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/e/h/-original-imagjyc69gh3a8wu.jpeg?q=70,acer Aspire 7 Ryzen 5 Hexa Core 5500U,3134.45,acer,Gaming,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
116,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/q/s/w/inspiron-3511-laptop-dell-original-imagfycrbnpu2nbh.jpeg?q=70,DELL Inspiron Core i3 11th Gen,2336.95,DELL,Hybrid,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD|256 GB SSD
117,https://rukminim1.flixcart.com/image/312/312/ks7tuvk0/computer/i/e/z/predator-helios-300-gaming-laptop-acer-original-imag5txxsjgxh47z.jpeg?q=70,acer Predator Helios 300 Core i7 11th Gen,5279.45,acer,Gaming,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|512 GB SSD
118,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/v/c/x/inspiron-3511-thin-and-light-laptop-dell-original-imagf4n2y3uk8jcz.jpeg?q=70,DELL Inspiron Core i3 11th Gen,2435.95,DELL,Office,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
119,https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/computer/t/g/j/14-ec1008au-thin-and-light-laptop-hp-original-imagdsx9uqnpahja.jpeg?q=70,HP Pavilion Ryzen 5 Hexa Core 5625U,3495.25,HP,Office,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
120,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/l/f/-original-imagg2ckcragzhhe.jpeg?q=70,MSI Core i9 12th Gen,6599.45,MSI,Gaming,Intel Core i9 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD
121,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/b/v/q/na-thin-and-light-laptop-apple-original-imagaygvkp7pjexm.jpeg?q=70,APPLE MacBook Air M1,7149.45,APPLE,Office,Apple M1 Processor,16 GB DDR4 RAM,Mac OS Operating System,512 GB SSD
122,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70,ASUS TUF Gaming F15 Core i5 10th Gen,2749.45,ASUS,Gaming,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD
123,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70,Infinix INBook X2 Plus Core i5 11th Gen,2639.45,Infinix,Office,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD
124,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/x/4/j/g15-5515-gaming-laptop-dell-original-imag7chqvu3veeaz.jpeg?q=70,DELL G15 Ryzen 5 Hexa Core 5600H,4069.45,DELL,Gaming,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD
125,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/3/n/s/mk183hn-a-laptop-apple-original-imag7yzkbgbwvwq3.jpeg?q=70,APPLE 2021 Macbook Pro M1 Max,16939.45,APPLE,Office,Apple M1 Max Processor,32 GB Unified Memory RAM,Mac OS Operating System,1 TB SSD
126,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/4/x/vivobook-16x-laptop-asus-original-imaghezywsyju5sf.jpeg?q=70,ASUS Touchscreen Core i3 12th Gen,2529.45,ASUS,Hybrid,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD
127,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/e/s/15igl05-thin-and-light-laptop-lenovo-original-imaghvfkfwpmnpcf.jpeg?q=70,Lenovo Celeron Dual Core,1539.45,Lenovo,Office,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD
128,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70,MSI Core i5 11th Gen,3412.75,MSI,Office,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD
129,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70,Infinix INBook X2 Plus Core i7 11th Gen,2914.45,Infinix,Hybrid,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD
130,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/r/u/y/-original-imaghrfjvmz5eqwj.jpeg?q=70,ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD R7,3629.45,ASUS,Hybrid,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
131,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/4/z/j/-original-imaghvf8ybzgrerk.jpeg?q=70,MSI Core i5 12th Gen,3216.95,MSI,Office,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD
132,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/w/-original-imagg6t9sb9gvafu.jpeg?q=70,ASUS Vivobook 14 (2022) Core i5 12th Gen,3134.45,ASUS,Hybrid,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD
133,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/z/t/0/inspiron-3515-notebook-dell-original-imagd5jzfjyuze5g.jpeg?q=70,DELL Inspiron Ryzen 3 Dual Core 3250U,2265.45,DELL,Office,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
134,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70,DELL Core i5 12th Gen,3189.45,DELL,Office,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
135,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70,HP Victus Intel Core i7 12th Gen,4729.45,HP,Office,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
136,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70,Lenovo IdeaPad Core i5 11th Gen,3079.45,Lenovo,Office,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD
137,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/g/p/-original-imaggskghfjzams4.jpeg?q=70,ASUS Vivobook Flip Core i5 12th Gen,4399.45,ASUS,Gaming,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
138,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/3/w/s/inspiron-3521-notebook-dell-original-imagcyrhxaybghra.jpeg?q=70,DELL Inspiron Pentium Silver,1760.0,DELL,Office,Intel Pentium Silver Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD
139,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/e/6/d/-original-image333p9qc4qua.jpeg?q=70,ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen,4949.45,ASUS,Hybrid,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD
140,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70,HP Pavilion Intel Core i7 12th Gen,4889.5,HP,Office,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD
141,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70,ASUS Vivobook 15 Touch Core i3 11th Gen,2309.45,ASUS,Hybrid,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
142,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Lenovo IdeaPad Gaming Ryzen 7 Octa Core 5800H,4949.45,Lenovo,Gaming,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
143,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,2446.95,ASUS,Hybrid,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD
144,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/9/b/ideapad-3-thin-and-light-laptop-lenovo-original-imaghqfhjbzprpxn.jpeg?q=70,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,2639.45,Lenovo,Hybrid,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
145,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/j/e/galaxy-book2-plastic-thin-and-light-laptop-samsung-original-imaghkp8zvqhfzrh.jpeg?q=70,SAMSUNG Core i7 12th Gen,4014.45,SAMSUNG,Office,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD
146,https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/computer/v/3/7/-original-imagdsjsjszc65fh.jpeg?q=70,HP Envy x360 Ryzen 5 Hexa Core 5600U,4345.0,HP,Hybrid,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
147,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70,ASUS TUF Gaming F15 Core i5 10th Gen,3629.45,ASUS,Gaming,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD
148,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70,ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5,3134.45,ASUS,Hybrid,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
149,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/t/x/notebook-laptop-hp-original-imagjdywrx9g8yph.jpeg?q=70,HP G8 Core i3 11th Gen,1907.95,HP,Hybrid,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,32 bit Windows 11 Operating System,512 GB SSD
150,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/c/8/u/mkgp3hn-a-thin-and-light-laptop-apple-original-imag7yznc5d2rsuh.jpeg?q=70,APPLE 2021 Macbook Pro M1 Pro,11764.17,APPLE,Hybrid,Apple M1 Pro Processor,16 GB Unified Memory RAM,Mac OS Operating System,1 TB SSD
151,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/h/l/x515ja-ej382ws-laptop-asus-original-imaghxfzcc6dgrqk.jpeg?q=70,ASUS Vivobook 15 Core i3 10th Gen,1979.45,ASUS,Hybrid,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
152,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70,HP Ryzen 5 Hexa Core 5500U,2777.445,HP,Hybrid,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
153,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/k/j/-original-imagg3fx8htg5tgu.jpeg?q=70,MSI Core i7 12th Gen,9404.45,MSI,Gaming,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD
154,https://rukminim1.flixcart.com/image/312/312/l5e81ow0/computer/j/w/o/ex-215-54-thin-and-light-laptop-acer-original-imagg28wzdeny2jq.jpeg?q=70,acer Extensa Core i5 11th Gen,2254.45,acer,Office,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
155,https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/computer/t/c/y/inspiron-5320-thin-and-light-laptop-dell-original-imagfpzgrnw6hykf.jpeg?q=70,DELL Core i5 12th Gen,4300.45,DELL,Gaming,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD
156,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/e/u/0/inspiron-3525-notebook-dell-original-imagcyrebyny33kd.jpeg?q=70,DELL Ryzen 3 Quad Core 5425U,2391.95,DELL,Hybrid,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
157,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/z/n/mphh3hn-a-thin-and-light-laptop-apple-original-imagmfhe3vvshdzc.jpeg?q=70,APPLE 2023 MacBook Pro M2 Pro,10994.5,APPLE,Hybrid,Apple M2 Pro Processor,16 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD
158,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/7/5/r/g15-5525-gaming-laptop-dell-original-imagf4haxvzux68z.jpeg?q=70,DELL Ryzen 7 Octa Core AMD R7,5499.45,DELL,Hybrid,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD
159,https://rukminim1.flixcart.com/image/312/312/l0bbonk0/computer/g/6/7/vostro-3400-notebook-dell-original-imagc4sthrpynfww.jpeg?q=70,DELL Ryzen 5 Quad Core 3450U,2034.45,DELL,Office,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD
160,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/j/s/vostro-3425-thin-and-light-laptop-dell-original-imagjhbg6gyyc5j8.jpeg?q=70,DELL Vostro Ryzen 3 Quad Core 5425U,2028.95,DELL,Office,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD
161,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/5/q/p/gx650rm-ls019ws-gaming-laptop-asus-original-imagfyg8tkytthbb.jpeg?q=70,ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H,12374.45,ASUS,Gaming,AMD Ryzen 7 Octa Core Processor,32 GB DDR5 RAM,64 bit Windows 11 Operating System,2 TB SSD
162,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/r/n/-original-imagg6t94c5qsaqx.jpeg?q=70,ASUS Vivobook K15 OLED Ryzen 5 Hexa Core AMD R5,3134.45,ASUS,Hybrid,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD
163,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/g/u/k/macbook-pro-thin-and-light-laptop-apple-original-imagfdewfh9z3pee.jpeg?q=70,APPLE 2022 MacBook Pro M2,6709.45,APPLE,Hybrid,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,256 GB SSD
